,pos,nega,neu
1658,15,11,8
1659,18,14,11
1660,4,2,0
1661,10,7,6
1662,11,9,7
1663,13,5,5
1664,28,16,13
1665,6,6,6
1666,14,11,5
1667,9,4,6
1668,20,6,1
1669,8,6,4
1670,8,5,2
1671,18,12,8
1672,5,5,2
1673,9,5,3
1674,13,8,7
1675,20,24,11
1676,15,10,7
1677,20,11,10
1678,24,12,8
1679,7,3,3
1680,15,10,6
1681,6,4,2
1682,38,22,18
1683,7,11,4
1684,16,5,4
1685,13,6,8
1686,17,10,6
1687,8,7,4
1688,17,6,9
1689,19,14,9
1690,30,22,13
1691,27,13,10
1692,5,5,4
1693,11,8,8
1694,18,7,6
1695,15,10,8
1696,20,12,11
1697,9,2,2
1698,4,3,2
1699,22,16,9
1700,8,4,1
1701,29,7,9
1702,18,11,8
1703,8,6,3
1704,18,13,12
1705,13,8,6
1706,33,25,15
1707,14,12,5
1708,11,4,2
1709,9,4,4
1710,18,14,11
1711,15,11,5
1712,21,10,13
1713,16,8,11
1714,19,6,5
1715,22,17,9
1716,12,9,3
1717,27,14,11
1718,16,8,4
1719,2,0,0
1720,15,10,7
1721,12,5,4
1722,24,12,7
1723,25,11,7
1724,19,12,12
1725,13,12,14
1726,11,7,4
1727,6,2,1
1728,20,15,10
1729,27,17,8
1730,24,15,11
1731,21,10,10
1732,15,4,4
1733,9,5,4
1734,8,6,8
1735,10,4,2
1736,12,11,12
1737,21,22,8
1738,13,8,7
1739,19,13,10
1740,14,9,9
1741,13,12,14
1742,16,11,9
1743,19,15,13
1744,61,43,34
1745,9,6,1
1746,17,12,12
1747,10,7,5
1748,13,9,3
1749,17,9,8
1750,14,8,5
1751,12,8,6
1752,15,8,5
1753,26,13,13
1754,17,9,9
1755,14,8,6
1756,20,13,11
1757,18,7,7
1758,11,6,3
1759,19,12,12
1760,19,11,10
1761,25,17,12
1762,59,45,32
1763,20,12,12
1764,41,27,22
1765,75,48,49
1766,7,4,2
1767,12,5,4
1768,11,10,8
1769,4,4,3
1770,16,10,4
1771,14,6,4
1772,33,17,7
1773,21,13,13
1774,7,8,6
1775,11,5,4
1776,14,9,4
1777,22,16,12
1778,21,21,13
1779,10,6,5
1780,4,3,1
1781,16,8,7
1782,29,13,15
1783,18,9,8
1784,21,12,4
1785,17,12,12
1786,16,6,6
1787,12,7,8
1788,29,15,15
1789,14,5,6
1790,5,1,0
1791,37,17,8
1792,34,12,12
1793,21,12,9
1794,20,10,7
1795,12,5,10
1796,15,5,3
1797,28,12,7
1798,11,2,1
1799,12,8,6
1800,11,4,3
1801,11,7,3
1802,22,18,15
1803,19,12,10
1804,7,4,3
1805,23,15,7
1806,4,3,2
1807,5,3,3
1808,24,13,9
1809,9,5,7
1810,31,21,12
1811,17,8,7
1812,27,19,18
1813,8,6,2
1814,26,11,9
1815,24,15,11
1816,10,7,10
1817,8,7,6
1818,16,9,7
1819,11,9,1
1820,8,2,1
1821,23,16,10
1822,16,9,10
1823,6,2,4
1824,19,10,9
1825,14,9,9
1826,18,11,9
1827,16,12,8
1828,29,17,14
1829,11,7,5
1830,19,9,8
1831,20,11,12
1832,21,15,6
1833,30,14,17
1834,11,5,11
1835,15,10,7
1836,41,30,20
1837,19,20,6
1838,12,8,4
1839,6,4,3
1840,10,10,4
1841,13,10,8
1842,4,6,1
1843,16,12,9
1844,9,6,4
1845,22,7,5
1846,34,16,10
1847,15,9,5
1848,14,10,7
1849,10,7,5
1850,7,2,2
1851,9,4,5
1852,10,6,3
1853,13,7,5
1854,9,7,5
1855,20,14,9
1856,12,4,4
1857,10,6,4
1858,15,8,3
1859,9,5,2
1860,14,6,5
1861,26,15,12
1862,26,19,8
1863,2,2,1
1864,28,15,9
1865,10,5,4
1866,54,31,26
1867,8,4,2
1868,14,7,5
1869,13,9,4
1870,16,11,12
1871,20,13,10
1872,17,8,3
1873,48,29,23
1874,12,7,3
1875,34,21,11
1876,13,5,4
1877,11,7,3
1878,12,9,5
1879,14,16,9
1880,15,10,6
1881,11,6,6
1882,22,17,16
1883,14,3,3
1884,58,23,17
1885,24,16,9
1886,20,17,14
1887,18,8,5
1888,16,12,6
1889,14,9,6
1890,12,8,4
1891,18,11,4
1892,16,11,10
1893,14,10,6
1894,12,6,3
1895,15,5,6
1896,10,4,4
1897,13,9,10
1898,36,19,18
1899,15,8,7
1900,29,21,17
1901,18,12,9
1902,17,12,11
1903,11,7,5
1904,7,5,2
1905,43,22,19
1906,17,8,5
1907,10,8,7
1908,65,40,21
1909,13,10,8
1910,20,12,13
1911,23,13,8
1912,42,25,25
1913,30,15,11
1914,15,10,8
1915,10,5,1
1916,16,10,6
1917,6,2,1
1918,14,10,7
1919,30,16,13
1920,11,8,5
1921,11,6,4
1922,15,7,7
1923,20,13,6
1924,14,6,2
1925,12,7,5
1926,13,5,4
1927,10,8,4
1928,18,11,3
1929,9,4,2
1930,10,9,5
1931,9,7,6
1932,17,6,5
1933,33,19,11
1934,9,8,7
1935,29,21,15
1936,14,9,6
1937,41,23,21
1938,11,7,6
1939,8,3,4
1940,33,17,17
1941,39,24,17
1942,37,27,20
1943,19,6,2
1944,10,9,5
1945,8,4,3
1946,18,14,5
1947,12,6,5
1948,14,13,6
1949,3,3,1
1950,15,8,7
1951,17,14,8
1952,23,9,6
1953,4,4,2
1954,25,16,10
1955,27,19,7
1956,4,1,1
1957,28,13,11
1958,7,4,2
1959,11,13,6
1960,15,9,11
1961,16,9,8
1962,24,15,11
1963,3,3,2
1964,16,9,7
1965,16,11,9
1966,10,7,5
1967,16,12,8
1968,3,3,2
1969,10,6,2
1970,12,7,6
1971,40,29,16
1972,10,7,6
1973,19,12,9
1974,7,4,1
1975,39,23,24
1976,27,13,13
1977,39,25,20
1978,13,5,5
1979,15,10,7
1980,30,18,14
1981,17,13,9
1982,15,8,5
1983,10,3,3
1984,11,7,5
1985,17,13,10
1986,20,14,8
1987,9,7,6
1988,6,2,2
1989,21,12,12
1990,23,14,15
1991,9,6,2
1992,10,7,5
1993,29,21,12
1994,63,33,29
1995,28,23,19
1996,14,11,9
1997,18,9,6
1998,8,6,5
1999,9,4,5
2000,12,8,4
2001,13,6,5
2002,10,4,5
2003,21,14,12
2004,12,9,9
2005,11,9,5
2006,8,2,2
2007,22,10,6
2008,11,6,7
2009,16,10,8
2010,16,10,7
2011,20,10,8
2012,4,0,1
2013,25,18,11
2014,83,41,30
2015,27,17,15
2016,19,12,6
2017,9,7,6
2018,13,9,5
2019,12,8,5
2020,18,8,7
2021,27,18,13
2022,15,8,9
2023,7,1,2
2024,13,6,8
2025,10,2,1
2026,16,12,14
2027,10,7,5
2028,15,6,6
2029,13,8,6
2030,13,10,6
2031,20,14,11
2032,16,10,4
2033,5,4,3
2034,36,24,22
2035,13,4,3
2036,43,27,26
2037,30,20,16
2038,6,3,1
2039,31,15,10
2040,17,10,8
2041,16,17,7
2042,18,13,9
2043,16,8,8
2044,15,11,5
2045,28,23,18
2046,9,3,1
2047,16,4,4
2048,18,14,10
2049,24,20,15
2050,15,8,5
2051,15,8,10
2052,12,6,4
2053,10,8,7
2054,17,9,3
2055,12,10,7
2056,13,7,8
2057,16,11,8
2058,28,13,8
2059,9,2,3
2060,10,6,7
2061,28,15,15
2062,19,12,10
2063,37,21,16
2064,11,6,5
2065,7,7,5
2066,20,9,13
2067,45,30,14
2068,12,4,3
2069,15,14,6
2070,10,9,8
2071,24,15,10
2072,12,7,8
2073,13,10,9
2074,22,22,13
2075,24,10,8
2076,14,8,3
2077,9,4,3
2078,9,7,6
2079,14,5,1
2080,11,8,5
2081,12,8,5
2082,21,13,7
2083,13,5,2
2084,13,8,9
2085,11,12,2
2086,29,23,18
2087,6,5,4
2088,6,1,1
2089,20,9,9
2090,19,12,8
2091,14,11,8
2092,15,11,5
2093,14,7,7
2094,25,11,5
2095,24,12,11
2096,30,22,11
2097,12,9,5
2098,14,11,5
2099,14,8,9
2100,11,5,3
2101,22,12,10
2102,12,4,6
2103,13,7,3
2104,14,9,4
2105,22,9,4
2106,20,13,15
2107,13,7,3
2108,14,11,8
2109,17,6,7
2110,40,31,17
2111,11,7,5
2112,9,5,4
2113,30,13,11
2114,12,9,6
2115,26,8,7
2116,6,4,1
2117,6,5,5
2118,13,9,7
2119,11,9,6
2120,21,16,21
2121,16,7,6
2122,19,12,9
2123,14,10,11
2124,24,14,14
2125,11,2,2
2126,15,6,6
2127,15,16,4
2128,14,6,5
2129,7,5,5
2130,14,9,4
2131,19,6,4
2132,14,19,4
2133,26,18,12
2134,15,4,4
2135,5,3,1
2136,19,14,14
2137,26,12,11
2138,15,4,3
2139,8,4,4
2140,30,28,9
2141,16,11,9
2142,17,8,5
2143,13,8,5
2144,10,4,2
2145,4,4,3
2146,23,14,11
2147,8,8,7
2148,13,14,4
2149,18,9,4
2150,32,21,16
2151,18,10,9
2152,14,3,1
2153,22,14,9
2154,12,7,7
2155,9,6,3
2156,18,7,8
2157,7,2,1
2158,13,3,4
2159,6,3,2
2160,10,7,4
2161,13,8,4
2162,14,8,6
2163,9,7,5
2164,5,2,1
2165,12,9,6
2166,12,11,7
2167,13,10,4
2168,20,12,7
2169,11,8,3
2170,38,18,14
2171,46,28,23
2172,21,10,6
2173,4,1,0
2174,14,6,5
2175,18,11,3
2176,11,6,0
2177,17,12,7
2178,13,7,3
2179,12,2,2
2180,18,12,9
2181,12,8,7
2182,11,8,7
2183,9,8,5
2184,6,3,6
2185,8,3,3
2186,19,12,8
2187,14,8,6
2188,6,2,3
2189,32,32,12
2190,8,2,2
2191,22,14,13
2192,13,10,7
2193,22,13,10
2194,21,11,8
2195,47,25,22
2196,14,10,7
2197,24,11,7
2198,20,16,11
2199,24,18,13
2200,11,6,6
2201,16,13,6
2202,22,12,11
2203,38,17,11
2204,12,6,5
2205,10,9,3
2206,13,10,6
2207,14,6,8
2208,13,6,4
2209,39,23,19
2210,6,3,4
2211,17,9,8
2212,19,15,8
2213,15,7,4
2214,16,12,10
2215,23,18,10
2216,20,17,8
2217,11,7,7
2218,23,11,7
2219,50,37,19
2220,19,15,12
2221,13,10,8
2222,8,6,3
2223,18,15,9
2224,11,13,4
2225,24,11,9
2226,22,13,8
2227,21,13,4
2228,21,14,8
2229,33,20,16
2230,8,6,6
2231,24,17,6
2232,19,10,8
2233,20,12,8
2234,19,9,8
2235,18,9,7
2236,6,3,2
2237,20,17,11
2238,6,3,2
2239,16,9,3
2240,29,21,14
2241,16,3,7
2242,8,4,2
2243,15,5,4
2244,14,5,5
2245,19,7,7
2246,7,3,3
2247,12,9,5
2248,25,20,20
2249,2,2,1
2250,7,3,3
2251,16,9,9
2252,11,5,2
2253,49,33,30
2254,18,15,7
2255,38,18,14
2256,10,9,4
2257,9,5,2
2258,24,15,7
2259,8,6,4
2260,3,0,0
2261,35,24,14
2262,62,40,30
2263,25,18,14
2264,25,18,9
2265,14,10,8
2266,27,18,9
2267,21,10,7
2268,12,7,5
2269,15,5,6
2270,21,16,13
2271,15,12,6
2272,6,4,2
2273,31,21,11
2274,19,8,6
2275,7,1,2
2276,14,13,14
2277,18,8,8
2278,13,5,4
2279,31,23,14
2280,16,10,5
2281,11,8,4
2282,6,1,1
2283,11,8,4
2284,4,4,0
2285,20,12,6
2286,15,14,11
2287,18,10,3
2288,39,24,18
2289,15,12,8
2290,46,29,24
2291,8,5,4
2292,7,5,3
2293,4,3,2
2294,11,6,5
2295,20,10,6
2296,12,6,6
2297,15,6,5
2298,15,6,3
2299,14,10,7
2300,34,24,15
2301,12,11,6
2302,64,45,25
2303,14,10,8
2304,12,8,9
2305,15,6,3
2306,34,23,17
2307,18,13,7
2308,39,25,13
2309,20,13,7
2310,11,5,4
2311,8,4,1
2312,17,11,8
2313,20,10,7
2314,12,6,8
2315,8,3,2
2316,15,9,8
2317,10,4,1
2318,16,10,6
2319,10,4,3
2320,23,19,14
2321,14,8,3
2322,28,22,17
2323,16,19,2
2324,14,6,3
2325,22,11,11
2326,16,14,9
2327,9,5,7
2328,24,17,15
2329,16,13,11
2330,5,1,0
2331,19,10,7
2332,30,24,8
2333,20,14,13
2334,19,10,7
2335,13,5,3
2336,11,5,3
2337,12,7,7
2338,10,5,2
2339,19,13,10
2340,16,12,7
2341,43,27,25
2342,15,10,9
2343,32,27,14
2344,21,11,7
2345,14,9,8
2346,13,9,5
2347,15,7,7
2348,11,5,4
2349,16,10,4
2350,36,27,19
2351,10,3,1
2352,28,16,10
2353,10,5,4
2354,7,4,3
2355,11,4,4
2356,19,12,9
2357,8,5,5
2358,18,11,8
2359,10,7,7
2360,7,2,1
2361,22,14,11
2362,68,33,28
2363,14,8,7
2364,5,2,3
2365,17,6,5
2366,32,18,9
2367,16,12,9
2368,20,8,5
2369,12,8,5
2370,33,16,17
2371,5,3,1
2372,9,4,5
2373,8,4,3
2374,12,4,3
2375,18,11,7
2376,7,7,5
2377,11,10,9
2378,32,27,16
2379,19,10,6
2380,26,13,6
2381,11,7,5
2382,15,11,15
2383,27,13,9
2384,20,17,10
2385,25,18,12
2386,15,10,8
2387,7,3,2
2388,18,10,8
2389,5,1,1
2390,23,11,9
2391,8,8,6
2392,12,9,6
2393,16,12,10
2394,12,7,7
2395,21,15,14
2396,19,12,7
2397,6,2,0
2398,13,10,9
2399,28,17,12
2400,15,9,6
2401,19,10,9
2402,10,7,6
2403,11,5,2
2404,14,8,5
2405,37,21,15
2406,12,7,7
2407,6,1,1
2408,8,4,2
2409,15,9,6
2410,13,4,2
2411,16,10,7
2412,37,23,13
2413,18,11,4
2414,7,4,3
2415,12,8,5
2416,14,12,7
2417,15,8,9
2418,16,14,14
2419,12,6,13
2420,18,18,11
2421,22,14,12
2422,18,12,9
2423,23,19,14
2424,24,13,10
2425,25,18,15
2426,28,16,12
2427,24,17,8
2428,16,10,6
2429,4,1,1
2430,4,4,2
2431,23,11,12
2432,17,7,5
2433,14,6,3
2434,18,14,11
2435,16,6,4
2436,31,18,10
2437,43,21,18
2438,18,14,9
2439,19,20,14
2440,14,5,9
2441,20,13,8
2442,14,10,7
2443,17,8,7
2444,14,12,8
2445,19,13,8
2446,17,11,7
2447,12,6,12
2448,11,8,6
2449,12,7,5
2450,14,8,4
2451,23,15,14
2452,22,20,16
2453,8,8,6
2454,9,8,5
2455,9,2,3
2456,9,6,6
2457,22,14,15
2458,7,7,2
2459,15,8,6
2460,39,26,14
2461,12,5,2
2462,16,9,7
2463,16,10,6
2464,15,11,6
2465,17,11,4
2466,17,9,2
2467,21,14,9
2468,17,13,8
2469,10,6,5
2470,9,6,3
2471,25,18,19
2472,25,18,14
2473,17,7,4
2474,6,3,4
2475,20,16,15
2476,12,8,4
2477,15,10,8
2478,13,10,8
2479,11,6,4
2480,7,5,4
2481,29,13,5
2482,29,17,10
2483,29,17,9
2484,7,4,2
2485,19,11,6
2486,16,10,7
2487,14,10,3
2488,17,9,4
2489,12,4,3
2490,14,11,11
2491,16,10,5
2492,16,8,7
2493,21,12,7
2494,18,22,8
2495,37,22,18
2496,19,15,9
2497,13,9,5
2498,15,6,5
2499,21,16,13
2500,17,11,6
2501,17,14,8
2502,27,15,10
2503,8,3,0
2504,14,11,12
2505,9,7,6
2506,6,1,1
2507,17,11,5
2508,8,6,6
2509,17,11,6
2510,13,8,6
2511,5,7,1
2512,36,21,11
2513,13,5,4
2514,33,18,11
2515,11,7,4
2516,13,9,6
2517,9,8,5
2518,8,5,2
2519,10,6,5
2520,6,3,3
2521,32,20,17
2522,5,5,3
2523,22,10,13
2524,10,7,8
2525,26,17,11
2526,11,8,5
2527,12,5,8
2528,25,15,11
2529,13,9,5
2530,13,9,5
2531,11,8,5
2532,10,5,3
2533,16,5,7
2534,19,18,8
2535,23,13,11
2536,5,5,2
2537,10,7,8
2538,14,10,5
2539,40,13,16
2540,11,7,3
2541,20,11,3
2542,22,13,8
2543,22,18,11
2544,12,8,8
2545,22,14,7
2546,29,20,11
2547,15,8,2
2548,13,11,10
2549,11,6,3
2550,33,24,13
2551,34,21,13
2552,44,28,18
2553,24,15,11
2554,27,30,13
2555,29,21,16
2556,19,13,10
2557,17,7,5
2558,22,11,6
2559,20,11,7
2560,37,24,18
2561,8,3,1
2562,49,29,25
2563,11,9,5
2564,17,9,3
2565,9,3,2
2566,12,12,6
2567,25,17,16
2568,30,19,21
2569,20,9,4
2570,15,11,5
2571,46,32,22
2572,17,9,6
2573,26,10,12
2574,16,13,9
2575,6,4,4
2576,23,15,16
2577,6,3,3
2578,7,2,1
2579,18,14,11
2580,13,6,3
2581,19,13,11
2582,9,6,5
2583,24,10,6
2584,19,17,8
2585,19,13,8
2586,33,18,14
2587,29,18,14
2588,23,14,9
2589,15,8,2
2590,18,12,11
2591,3,3,0
2592,16,15,9
2593,30,19,16
2594,11,8,6
2595,10,6,5
2596,14,7,8
2597,20,14,14
2598,13,9,5
2599,15,16,6
2600,3,1,1
2601,15,10,10
2602,18,10,6
2603,26,14,13
2604,14,8,9
2605,23,18,10
2606,26,13,10
2607,7,4,2
2608,18,12,10
2609,11,8,5
2610,11,5,4
2611,14,10,4
2612,24,17,12
2613,18,11,10
2614,16,12,8
2615,11,6,11
2616,17,9,7
2617,12,8,7
2618,10,7,5
2619,18,12,10
2620,31,10,10
2621,31,14,10
2622,12,6,7
2623,25,14,15
2624,15,3,3
2625,16,13,11
2626,13,10,9
2627,16,12,5
2628,13,11,7
2629,33,23,12
2630,13,5,5
2631,18,6,4
2632,17,11,15
2633,15,9,8
2634,8,5,4
2635,10,5,4
2636,24,18,11
2637,19,8,7
2638,8,5,2
2639,9,6,5
2640,7,3,3
2641,16,11,5
2642,21,13,11
2643,17,11,10
2644,14,6,4
2645,37,18,15
2646,49,25,19
2647,17,12,3
2648,9,7,5
2649,21,16,21
2650,13,3,2
2651,9,5,2
2652,10,6,5
2653,38,24,16
2654,32,17,33
2655,10,4,4
2656,18,12,6
2657,17,8,10
2658,10,5,4
2659,25,15,9
2660,10,8,7
2661,10,9,5
2662,6,5,2
2663,18,14,10
2664,11,4,5
2665,17,12,10
2666,16,11,8
2667,19,9,6
2668,18,14,9
2669,24,11,8
2670,29,18,14
2671,26,16,7
2672,13,7,3
2673,14,5,4
2674,10,7,7
2675,25,18,6
2676,23,18,10
2677,14,10,9
2678,13,10,9
2679,12,7,6
2680,13,5,5
2681,20,10,9
2682,13,9,6
2683,14,10,4
2684,11,6,6
2685,33,20,15
2686,44,19,15
2687,3,2,0
2688,13,6,3
2689,14,12,0
2690,9,7,3
2691,20,12,9
2692,48,28,22
2693,11,5,3
2694,22,16,14
2695,16,12,2
2696,17,13,7
2697,18,11,7
2698,9,7,7
2699,10,4,3
2700,19,16,10
2701,21,13,13
2702,48,35,28
2703,18,9,5
2704,30,21,22
2705,28,16,14
2706,10,9,8
2707,15,12,6
2708,9,4,4
2709,33,18,14
2710,14,6,3
2711,18,12,9
2712,8,6,4
2713,12,11,7
2714,8,3,5
2715,34,21,14
2716,28,17,14
2717,14,7,7
2718,8,6,4
2719,9,6,5
2720,29,20,12
2721,26,17,12
2722,19,12,11
2723,23,11,5
2724,10,7,7
2725,24,10,7
2726,19,14,15
2727,14,14,5
2728,20,10,6
2729,25,16,13
2730,21,10,7
2731,11,5,5
2732,7,6,2
2733,26,19,31
2734,16,7,4
2735,13,7,6
2736,4,4,5
2737,14,12,10
2738,12,9,6
2739,23,13,5
2740,25,9,4
2741,16,10,7
2742,17,11,9
2743,14,13,11
2744,13,7,5
2745,17,9,6
2746,27,11,10
2747,15,10,9
2748,32,15,14
2749,6,4,3
2750,13,13,3
2751,17,13,7
2752,14,10,11
2753,4,3,2
2754,15,17,5
2755,16,9,5
2756,12,5,5
2757,6,3,1
2758,26,15,13
2759,17,10,9
2760,17,13,7
2761,23,13,9
2762,16,12,8
2763,30,16,16
2764,14,10,6
2765,47,36,19
2766,18,9,9
2767,9,5,5
2768,15,11,7
2769,10,3,1
2770,20,14,8
2771,4,4,1
2772,9,4,2
2773,25,16,7
2774,28,21,16
2775,10,3,2
2776,8,6,4
2777,12,7,5
2778,9,4,2
2779,36,18,14
2780,14,10,7
2781,12,9,5
2782,16,9,5
2783,12,7,6
2784,28,11,4
2785,10,6,4
2786,10,5,4
2787,15,7,5
2788,30,20,10
2789,16,9,5
2790,18,9,6
2791,11,5,4
2792,13,9,7
2793,15,6,4
2794,17,12,10
2795,12,9,7
2796,25,14,9
2797,29,16,16
2798,14,10,7
2799,10,6,5
2800,7,2,1
2801,11,8,5
2802,15,6,4
2803,20,12,9
2804,11,5,3
2805,12,8,7
2806,3,5,0
2807,15,3,2
2808,25,14,11
2809,23,14,9
2810,16,14,9
2811,16,11,5
2812,8,6,4
2813,18,11,9
2814,25,12,10
2815,7,3,2
2816,8,4,3
2817,36,17,13
2818,32,19,13
2819,18,14,13
2820,17,13,11
2821,10,2,2
2822,25,18,18
2823,16,11,8
2824,7,4,3
2825,10,6,3
2826,13,10,8
2827,28,24,18
2828,25,20,15
2829,28,19,13
2830,9,4,2
2831,28,20,18
2832,13,8,5
2833,18,10,4
2834,15,10,5
2835,27,13,7
2836,14,8,5
2837,9,4,3
2838,14,10,7
2839,17,6,5
2840,17,7,6
2841,10,8,8
2842,18,13,6
2843,19,15,7
2844,20,14,14
2845,13,6,5
2846,14,14,4
2847,39,29,16
2848,14,11,9
2849,12,5,3
2850,20,13,10
2851,18,10,7
2852,3,2,1
2853,10,2,2
2854,17,17,11
2855,14,5,3
2856,57,28,24
2857,19,19,11
2858,12,5,2
2859,36,30,19
2860,13,9,8
2861,12,6,4
2862,14,14,6
2863,18,12,8
2864,9,8,6
2865,18,9,6
2866,13,6,6
2867,25,28,6
2868,25,10,14
2869,20,8,7
2870,5,2,2
2871,20,11,9
2872,14,14,5
2873,25,12,10
2874,17,11,7
2875,33,20,16
2876,21,8,5
2877,49,29,23
2878,32,23,16
2879,31,16,11
2880,21,11,10
2881,26,19,11
2882,33,20,12
2883,37,23,39
2884,16,12,9
2885,7,4,3
2886,24,18,11
2887,21,12,10
2888,6,2,0
2889,27,20,12
2890,10,10,7
2891,18,9,8
2892,29,17,17
2893,13,6,3
2894,28,14,17
2895,14,9,9
2896,11,6,4
2897,21,7,10
2898,13,5,1
2899,23,12,7
2900,25,16,10
2901,24,12,10
2902,23,13,8
2903,8,7,5
2904,17,10,5
2905,12,8,6
2906,5,2,2
2907,13,3,7
2908,7,10,3
2909,42,26,17
2910,6,6,4
2911,13,7,4
2912,26,11,6
2913,22,10,11
2914,10,5,4
2915,15,9,6
2916,14,11,10
2917,26,15,14
2918,17,11,8
2919,24,20,18
2920,28,13,9
2921,8,3,3
2922,5,2,0
2923,15,9,6
2924,24,16,10
2925,35,21,15
2926,4,0,0
2927,6,1,4
2928,5,2,2
2929,11,7,5
2930,17,8,5
2931,8,4,4
2932,19,16,12
2933,16,7,5
2934,22,8,5
2935,30,21,16
2936,6,2,1
2937,18,15,7
2938,50,30,16
2939,14,8,7
2940,13,8,3
2941,9,6,5
2942,15,15,5
2943,19,10,8
2944,11,6,7
2945,15,10,9
2946,16,9,7
2947,7,9,1
2948,13,12,10
2949,14,9,7
2950,4,3,4
2951,10,3,1
2952,12,5,2
2953,14,7,3
2954,6,2,1
2955,16,10,7
2956,11,10,5
2957,8,3,3
2958,12,11,9
2959,19,9,8
2960,14,7,5
2961,15,9,9
2962,5,2,2
2963,18,14,10
2964,9,8,3
2965,50,26,20
2966,7,1,1
2967,13,4,3
2968,15,7,6
2969,16,7,7
2970,31,9,5
2971,10,4,3
2972,13,7,6
2973,11,8,5
2974,3,2,0
2975,16,12,7
2976,26,19,14
2977,59,44,28
2978,10,5,3
2979,13,8,6
2980,26,16,14
2981,24,14,8
2982,38,32,18
2983,10,9,4
2984,16,10,11
2985,45,28,13
2986,13,13,8
2987,2,1,1
2988,20,14,9
2989,12,2,0
2990,8,2,2
2991,5,1,0
2992,19,8,7
2993,14,9,8
2994,7,3,4
2995,19,14,8
2996,13,8,7
2997,17,13,9
2998,12,2,2
2999,13,7,7
3000,13,9,4
3001,11,5,5
3002,14,5,2
3003,15,9,4
3004,35,35,20
3005,27,21,15
3006,22,14,8
3007,13,8,3
3008,16,10,6
3009,5,3,1
3010,26,16,10
3011,10,7,4
3012,15,8,5
3013,14,10,7
3014,42,32,19
3015,15,10,10
3016,12,7,8
3017,10,7,4
3018,25,18,8
3019,4,0,0
3020,6,3,1
3021,10,5,5
3022,10,6,5
3023,9,6,5
3024,15,12,6
3025,13,10,6
3026,10,6,3
3027,13,7,6
3028,30,15,10
3029,20,20,9
3030,22,13,10
3031,5,3,1
3032,29,17,11
3033,14,9,5
3034,13,6,6
3035,15,9,7
3036,10,4,2
3037,20,10,9
3038,15,9,8
3039,39,19,19
3040,9,3,2
3041,11,7,5
3042,19,13,9
3043,29,15,15
3044,20,14,8
3045,19,10,8
3046,33,23,12
3047,6,6,6
3048,15,6,5
3049,17,15,9
3050,24,19,13
3051,17,12,9
3052,17,13,10
3053,9,4,2
3054,22,15,12
3055,10,7,5
3056,17,18,6
3057,13,5,4
3058,15,8,7
3059,18,13,8
3060,11,7,6
3061,10,4,1
3062,15,7,2
3063,28,19,16
3064,4,2,2
3065,16,16,11
3066,21,14,9
3067,7,8,4
3068,14,10,8
3069,16,9,7
3070,15,13,10
3071,7,6,2
3072,31,16,10
3073,11,9,7
3074,17,8,6
3075,21,17,9
3076,12,7,9
3077,35,19,12
3078,8,5,3
3079,8,7,3
3080,10,8,3
3081,9,10,6
3082,30,18,12
3083,11,9,8
3084,12,8,3
3085,9,4,3
3086,50,32,22
3087,12,7,4
3088,11,5,11
3089,21,10,8
3090,19,17,11
3091,30,13,6
3092,21,14,10
3093,37,25,24
3094,6,4,3
3095,17,10,6
3096,9,4,5
3097,11,6,5
3098,25,25,10
3099,30,14,11
3100,22,15,14
3101,19,12,6
3102,18,16,12
3103,15,6,4
3104,6,6,1
3105,13,7,2
3106,9,7,4
3107,15,6,4
3108,22,13,13
3109,63,43,34
3110,19,10,6
3111,13,10,9
3112,29,20,11
3113,19,15,10
3114,14,10,8
3115,12,5,4
3116,6,3,2
3117,15,11,7
3118,11,7,4
3119,24,13,9
3120,31,28,17
3121,43,28,21
3122,10,5,3
3123,9,5,5
3124,8,5,7
3125,13,10,10
3126,16,12,8
3127,9,3,2
3128,19,10,5
3129,17,12,10
3130,12,5,7
3131,14,7,7
3132,23,12,9
3133,20,10,8
3134,16,7,2
3135,10,5,4
3136,10,4,4
3137,19,12,5
3138,28,21,15
3139,52,36,31
3140,16,15,11
3141,23,15,6
3142,8,4,4
3143,58,35,29
3144,25,17,11
3145,25,17,7
3146,16,8,9
3147,12,8,5
3148,19,12,9
3149,22,12,10
3150,17,12,9
3151,14,7,6
3152,9,6,4
3153,11,9,8
3154,25,7,4
3155,9,2,2
3156,24,17,16
3157,16,5,4
3158,14,12,9
3159,19,16,12
3160,20,10,9
3161,16,4,4
3162,6,5,2
3163,9,5,3
3164,31,20,24
3165,26,17,14
3166,25,15,13
3167,10,6,6
3168,43,44,23
3169,5,3,3
3170,7,3,4
3171,23,10,12
3172,15,7,6
3173,16,11,5
3174,9,6,3
3175,5,2,0
3176,31,16,16
3177,15,9,10
3178,23,25,10
3179,14,9,4
3180,15,11,6
3181,10,12,6
3182,11,6,2
3183,18,10,7
3184,17,6,4
3185,11,7,5
3186,20,14,10
3187,14,7,5
3188,26,17,12
3189,11,4,2
3190,10,5,10
3191,8,5,2
3192,13,9,10
3193,15,9,3
3194,18,9,6
3195,18,8,7
3196,5,4,1
3197,26,19,12
3198,19,16,11
3199,10,10,7
3200,29,19,8
3201,15,8,7
3202,11,5,7
3203,20,11,8
3204,27,17,15
3205,20,11,10
3206,10,5,7
3207,32,24,16
3208,26,19,12
3209,25,19,15
3210,15,12,9
3211,9,8,5
