,pos,nega,neu
12538,6,3,6
12539,10,5,3
12540,22,11,11
12541,14,13,11
12542,28,13,13
12543,10,7,5
12544,10,3,2
12545,11,7,3
12546,14,9,7
12547,16,6,3
12548,13,7,2
12549,12,6,2
12550,31,16,14
12551,19,12,5
12552,20,13,21
12553,17,15,12
12554,9,0,2
12555,15,12,9
12556,14,9,5
12557,14,4,4
12558,24,19,12
12559,15,7,8
12560,12,9,8
12561,3,0,0
12562,28,20,11
12563,3,2,2
12564,9,4,3
12565,33,10,7
12566,18,6,4
12567,23,10,10
12568,7,4,3
12569,11,4,1
12570,8,6,6
12571,26,17,15
12572,24,10,6
12573,21,11,5
12574,23,16,17
12575,26,18,9
12576,7,5,3
12577,10,8,7
12578,40,30,29
12579,30,19,14
12580,27,15,11
12581,18,9,9
12582,21,12,10
12583,27,19,16
12584,30,17,15
12585,15,11,8
12586,10,8,5
12587,16,15,13
12588,20,14,13
12589,9,2,1
12590,10,7,7
12591,10,3,4
12592,27,12,7
12593,14,5,5
12594,15,6,4
12595,16,12,11
12596,6,2,4
12597,16,10,16
12598,16,6,10
12599,14,5,4
12600,11,8,8
12601,22,12,12
12602,5,5,1
12603,12,9,6
12604,16,7,4
12605,18,14,7
12606,20,9,9
12607,17,12,4
12608,17,10,8
12609,10,3,3
12610,11,9,8
12611,23,12,8
12612,6,3,4
12613,9,3,3
12614,22,16,14
12615,13,6,6
12616,26,15,14
12617,10,6,3
12618,54,38,29
12619,19,14,8
12620,3,2,4
12621,23,11,9
12622,17,12,10
12623,11,7,5
12624,27,20,12
12625,25,14,13
12626,24,17,10
12627,13,6,2
12628,24,22,11
12629,2,1,0
12630,26,27,15
12631,25,17,10
12632,14,8,5
12633,13,5,3
12634,32,20,26
12635,18,13,8
12636,31,15,6
12637,3,3,2
12638,17,11,4
12639,30,24,18
12640,16,9,7
12641,9,7,4
12642,10,6,2
12643,13,9,7
12644,41,18,15
12645,11,10,8
12646,11,6,6
12647,33,27,33
12648,36,27,20
12649,15,14,7
12650,17,14,11
12651,22,13,9
12652,15,10,3
12653,49,33,23
12654,17,9,9
12655,15,10,11
12656,19,11,7
12657,9,5,2
12658,11,7,6
12659,16,8,4
12660,9,4,4
12661,13,5,1
12662,13,15,5
12663,23,16,7
12664,5,4,2
12665,16,12,12
12666,20,14,12
12667,14,10,7
12668,25,13,11
12669,9,6,5
12670,35,21,9
12671,5,3,0
12672,9,6,7
12673,27,22,21
12674,22,13,15
12675,18,15,10
12676,14,10,5
12677,52,31,21
12678,16,9,6
12679,6,3,3
12680,12,9,6
12681,11,6,4
12682,17,13,10
12683,12,9,7
12684,8,6,6
12685,39,29,26
12686,9,4,3
12687,19,11,7
12688,12,8,4
12689,38,25,20
12690,19,21,12
12691,30,18,11
12692,12,5,3
12693,19,9,9
12694,14,13,6
12695,25,17,10
12696,15,8,6
12697,23,15,9
12698,15,8,7
12699,11,8,4
12700,19,13,12
12701,4,2,3
12702,19,13,10
12703,13,10,14
12704,21,13,9
12705,13,10,7
12706,17,12,9
12707,15,9,6
12708,23,10,7
12709,8,3,3
12710,21,13,10
12711,30,30,21
12712,19,13,8
12713,9,7,5
12714,5,4,3
12715,5,1,1
12716,20,16,8
12717,26,13,11
12718,14,10,7
12719,11,7,6
12720,39,19,10
12721,28,20,10
12722,6,3,1
12723,27,19,11
12724,17,13,10
12725,16,5,7
12726,10,6,4
12727,32,21,13
12728,27,21,11
12729,24,13,9
12730,18,10,8
12731,15,11,12
12732,21,14,13
12733,20,12,8
12734,16,8,5
12735,9,6,3
12736,11,7,6
12737,20,15,8
12738,7,6,4
12739,31,22,16
12740,8,4,3
12741,10,8,5
12742,8,5,6
12743,15,11,9
12744,10,4,6
12745,16,8,4
12746,23,16,11
12747,23,15,12
12748,33,24,25
12749,3,3,2
12750,10,6,5
12751,10,6,3
12752,50,27,19
12753,9,6,3
12754,16,10,8
12755,18,7,5
12756,15,9,6
12757,11,7,3
12758,17,14,11
12759,26,10,9
12760,10,5,2
12761,4,2,1
12762,3,1,0
12763,30,15,14
12764,10,8,5
12765,17,8,5
12766,18,11,11
12767,5,4,3
12768,12,9,6
12769,15,13,7
12770,24,14,9
12771,17,14,9
12772,7,6,2
12773,6,2,1
12774,15,6,6
12775,10,6,6
12776,12,6,5
12777,8,3,0
12778,12,8,5
12779,26,21,15
12780,13,7,7
12781,10,11,8
12782,11,7,4
12783,20,10,6
12784,42,24,16
12785,13,9,8
12786,36,17,15
12787,14,7,3
12788,35,22,18
12789,7,5,3
12790,21,13,6
12791,16,14,11
12792,6,7,4
12793,9,5,3
12794,19,14,10
12795,13,7,4
12796,13,8,7
12797,21,8,9
12798,27,17,11
12799,14,4,3
12800,11,8,8
12801,15,10,5
12802,15,8,6
12803,11,8,6
12804,15,10,9
12805,13,7,5
12806,47,30,22
12807,20,9,3
12808,7,3,3
12809,20,11,7
12810,21,13,11
12811,3,2,0
12812,16,11,7
12813,15,10,8
12814,15,8,6
12815,12,10,5
12816,13,10,6
12817,29,19,8
12818,10,4,7
12819,21,12,10
12820,11,6,3
12821,9,6,3
12822,20,10,12
12823,16,9,6
12824,7,5,4
12825,16,11,7
12826,7,5,3
12827,27,18,11
12828,18,11,10
12829,11,7,4
12830,20,15,9
12831,15,11,5
12832,12,8,8
12833,12,7,7
12834,3,2,0
12835,4,3,1
12836,18,8,4
12837,18,8,6
12838,24,15,10
12839,14,7,4
12840,13,12,7
12841,21,12,12
12842,9,6,7
12843,12,9,5
12844,16,7,6
12845,6,4,2
12846,17,12,5
12847,10,6,3
12848,15,5,6
12849,13,7,7
12850,10,5,2
12851,5,3,1
12852,36,16,9
12853,22,15,11
12854,8,5,5
12855,14,8,5
12856,12,5,2
12857,12,8,7
12858,29,12,13
12859,21,14,14
12860,10,6,6
12861,19,13,9
12862,10,9,7
12863,14,10,6
12864,17,12,7
12865,14,11,4
12866,24,14,10
12867,8,5,4
12868,4,0,0
12869,16,6,5
12870,15,9,6
12871,6,5,4
12872,11,4,2
12873,55,27,18
12874,22,9,8
12875,19,7,6
12876,7,5,3
12877,38,19,19
12878,46,25,20
12879,9,6,2
12880,23,16,12
12881,25,17,24
12882,5,2,1
12883,4,2,2
12884,30,16,15
12885,16,7,4
12886,16,10,7
12887,33,25,13
12888,6,2,3
12889,8,4,3
12890,9,5,6
12891,22,7,7
12892,21,13,14
12893,25,15,11
12894,23,16,13
12895,14,12,10
12896,10,4,11
12897,18,12,9
12898,24,8,8
12899,13,7,5
12900,11,7,3
12901,16,10,9
12902,35,15,14
12903,18,19,8
12904,10,6,3
12905,19,7,4
12906,23,16,12
12907,10,7,8
12908,25,15,9
12909,6,4,4
12910,15,6,3
12911,13,7,6
12912,8,7,5
12913,13,7,3
12914,12,7,6
12915,13,6,6
12916,16,5,3
12917,25,13,10
12918,8,2,1
12919,55,24,14
12920,20,16,12
12921,12,10,6
12922,13,12,10
12923,5,5,0
12924,17,14,13
12925,21,11,6
12926,6,3,1
12927,28,16,11
12928,15,13,11
12929,15,9,8
12930,50,26,19
12931,10,3,10
12932,31,23,16
12933,22,11,7
12934,19,12,9
12935,5,3,3
12936,14,7,4
12937,14,8,6
12938,12,6,5
12939,35,29,14
12940,8,7,4
12941,23,13,11
12942,8,5,2
12943,35,23,17
12944,4,2,1
12945,13,8,5
12946,49,32,26
12947,11,5,2
12948,23,12,11
12949,12,6,2
12950,31,14,12
12951,13,7,4
12952,35,12,8
12953,13,10,8
12954,9,4,3
12955,13,8,7
12956,15,5,4
12957,17,9,6
12958,9,7,6
12959,11,8,5
12960,11,8,7
12961,36,24,10
12962,19,15,11
12963,16,11,8
12964,19,14,9
12965,24,11,7
12966,17,11,8
12967,23,12,15
12968,21,11,7
12969,10,10,6
12970,20,6,3
12971,48,36,25
12972,17,11,6
12973,14,9,5
12974,24,16,14
12975,21,12,9
12976,24,18,10
12977,12,5,2
12978,15,9,11
12979,20,15,10
12980,16,4,4
12981,6,2,1
12982,9,5,5
12983,11,8,7
12984,9,5,4
12985,15,12,8
12986,35,22,19
12987,17,14,8
12988,16,10,6
12989,40,21,17
12990,12,7,6
12991,15,12,5
12992,14,10,9
12993,20,9,8
12994,12,9,11
12995,17,13,8
12996,5,3,0
12997,6,4,2
12998,17,5,2
12999,35,24,18
13000,37,31,24
13001,20,11,11
13002,25,21,15
13003,17,11,5
13004,14,10,7
13005,6,2,7
13006,10,5,3
13007,7,7,1
13008,25,17,10
13009,15,10,7
13010,7,3,2
13011,9,8,4
13012,13,4,2
13013,4,2,1
13014,53,25,10
13015,17,13,8
13016,23,16,8
13017,16,9,10
13018,14,11,5
13019,12,5,3
13020,9,4,3
13021,46,30,18
13022,13,10,9
13023,17,10,5
13024,11,8,6
13025,20,11,9
13026,22,14,10
13027,12,6,3
13028,9,6,3
13029,18,5,4
13030,14,7,5
13031,13,10,6
13032,10,6,4
13033,12,9,6
13034,7,3,2
13035,10,9,8
13036,18,12,12
13037,8,2,2
13038,7,5,3
13039,18,13,8
13040,35,24,19
13041,26,13,10
13042,54,25,18
13043,11,6,4
13044,18,11,6
13045,3,1,1
13046,30,12,9
13047,17,9,5
13048,19,12,10
13049,9,5,2
13050,13,6,4
13051,20,6,5
13052,24,14,9
13053,9,5,5
13054,35,18,6
13055,15,8,3
13056,16,10,9
13057,32,8,4
13058,14,10,4
13059,29,18,12
13060,6,3,3
13061,17,12,9
13062,18,7,7
13063,14,12,7
13064,4,2,1
13065,11,7,5
13066,21,14,13
13067,29,21,18
13068,34,19,14
13069,5,6,4
13070,21,17,6
13071,11,8,4
13072,31,14,10
13073,10,7,5
13074,15,9,10
13075,10,9,8
13076,14,6,4
13077,10,5,4
13078,8,6,4
13079,28,12,10
13080,12,8,6
13081,19,11,10
13082,17,8,7
13083,20,14,12
13084,17,7,5
13085,6,5,4
13086,8,8,7
13087,26,20,14
13088,11,8,4
13089,8,4,4
13090,10,3,1
13091,22,13,8
13092,12,7,6
13093,7,4,4
13094,45,24,17
13095,17,7,6
13096,11,7,3
13097,14,10,6
13098,23,11,12
13099,6,2,2
13100,17,10,7
13101,23,16,19
13102,16,10,9
13103,11,8,7
13104,10,7,10
13105,8,4,2
13106,16,11,10
13107,10,3,3
13108,13,7,3
13109,28,21,18
13110,24,21,14
13111,13,7,4
13112,16,8,4
13113,11,10,9
13114,20,7,6
13115,10,5,6
13116,13,5,1
13117,44,24,23
13118,19,10,10
13119,12,7,6
13120,15,8,6
13121,11,6,5
13122,13,7,4
13123,19,11,8
13124,22,12,9
13125,18,15,14
13126,7,4,2
13127,28,17,13
13128,22,13,9
13129,44,26,26
13130,10,8,4
13131,17,12,12
13132,9,6,2
13133,17,15,11
13134,12,4,3
13135,13,4,3
13136,16,9,5
13137,12,5,3
13138,21,13,11
13139,9,3,2
13140,14,7,4
13141,7,2,2
13142,4,3,2
13143,9,3,5
13144,25,15,11
13145,2,1,2
13146,20,11,5
13147,19,13,15
13148,16,10,6
13149,19,9,10
13150,9,4,4
13151,8,5,3
13152,15,14,9
13153,8,9,2
13154,6,6,1
13155,11,9,7
13156,12,7,3
13157,3,1,1
13158,7,7,5
13159,11,10,4
13160,12,6,6
13161,7,6,2
13162,5,2,1
13163,13,5,3
13164,15,10,16
13165,9,6,5
13166,15,6,4
13167,15,7,8
13168,33,19,15
13169,20,9,6
13170,20,17,7
13171,36,21,12
13172,14,9,9
13173,15,16,6
13174,31,23,19
13175,16,4,1
13176,7,1,0
13177,42,24,18
13178,31,21,13
13179,12,8,8
13180,31,18,17
13181,13,10,5
13182,15,12,7
13183,9,5,5
13184,21,10,9
13185,18,15,10
13186,27,16,14
13187,9,5,3
13188,20,10,9
13189,20,14,13
13190,13,4,4
13191,14,6,6
13192,9,7,3
13193,13,8,5
13194,19,11,9
13195,14,9,7
13196,21,13,10
13197,18,9,11
13198,13,11,5
13199,16,10,8
13200,33,24,14
13201,17,6,3
13202,19,14,7
13203,22,11,15
13204,10,4,2
13205,8,6,2
13206,11,11,6
13207,14,10,5
13208,18,10,7
13209,46,31,16
13210,30,7,3
13211,18,12,6
13212,16,9,5
13213,6,3,1
13214,18,15,12
13215,34,15,18
13216,9,10,5
13217,16,11,8
13218,20,14,9
13219,13,10,2
13220,7,2,1
13221,18,14,9
13222,7,3,2
13223,8,5,2
13224,30,16,15
13225,23,9,5
13226,19,15,6
13227,17,11,9
13228,8,6,4
13229,13,10,6
13230,18,15,7
13231,27,19,13
13232,21,11,6
13233,16,9,4
13234,76,34,24
13235,23,6,6
13236,31,24,12
13237,13,5,7
13238,14,10,8
13239,8,7,5
13240,18,14,8
13241,13,9,7
13242,14,9,6
13243,30,16,15
13244,12,7,3
13245,7,5,5
13246,20,9,6
13247,10,4,6
13248,24,16,12
13249,21,10,9
13250,5,4,3
13251,17,9,10
13252,37,26,21
13253,15,11,8
13254,5,2,2
13255,9,6,3
13256,33,22,19
13257,22,12,9
13258,8,3,4
13259,22,15,10
13260,19,15,8
13261,8,4,2
13262,21,8,8
13263,15,9,4
13264,36,18,10
13265,56,35,24
13266,23,13,9
13267,21,11,9
13268,44,30,19
13269,16,9,8
13270,8,9,4
13271,5,3,1
13272,11,6,6
13273,19,7,6
13274,25,9,10
13275,12,14,4
13276,11,3,2
13277,17,7,4
13278,31,17,11
13279,18,7,7
13280,13,8,7
13281,6,4,2
13282,18,10,9
13283,59,35,29
13284,15,10,7
13285,13,6,4
13286,19,12,6
13287,29,10,7
13288,11,5,4
13289,31,14,12
13290,10,5,4
13291,13,8,6
13292,18,7,3
13293,14,13,6
13294,24,19,13
13295,11,5,4
13296,16,13,10
13297,13,10,4
13298,23,13,14
13299,20,8,8
13300,29,15,14
13301,6,4,2
13302,18,8,4
13303,7,2,1
13304,31,21,18
13305,17,9,8
13306,12,7,4
13307,15,11,8
13308,13,10,5
13309,7,2,2
13310,8,1,1
13311,5,1,1
13312,46,28,23
13313,8,5,3
13314,9,7,6
13315,9,5,5
13316,13,4,5
13317,9,5,3
13318,9,7,3
13319,20,11,9
13320,24,17,7
13321,32,16,12
13322,19,12,10
13323,6,4,2
13324,4,3,2
13325,13,9,6
13326,8,7,4
13327,13,14,5
13328,9,7,5
13329,13,9,7
13330,25,16,12
13331,5,2,2
13332,16,7,6
13333,16,1,0
13334,26,19,19
13335,8,5,3
13336,13,16,6
13337,22,6,4
13338,7,5,5
13339,19,13,9
13340,21,15,13
13341,17,12,11
13342,4,3,2
13343,17,10,6
13344,11,7,5
13345,11,6,4
13346,21,16,10
13347,25,15,10
13348,21,14,7
13349,6,4,4
13350,4,2,0
13351,9,5,6
13352,22,15,9
13353,37,24,18
13354,9,6,5
13355,27,16,16
13356,19,12,9
13357,20,17,12
13358,3,3,0
13359,15,7,5
13360,20,8,9
13361,13,12,7
13362,3,2,2
13363,12,8,9
13364,27,17,10
13365,16,11,10
13366,57,30,31
13367,19,14,11
13368,6,6,2
13369,7,3,2
13370,4,2,2
13371,8,6,4
13372,13,6,5
13373,10,6,3
13374,10,9,7
13375,11,9,5
13376,68,36,36
13377,12,9,5
13378,41,31,20
13379,15,15,8
13380,21,12,12
13381,13,9,6
13382,65,44,33
13383,11,10,2
13384,19,15,15
13385,9,5,6
13386,20,13,6
13387,14,9,5
13388,5,4,4
13389,27,14,14
13390,13,7,6
13391,10,4,2
13392,17,11,8
13393,15,8,8
13394,19,16,9
13395,22,16,12
13396,23,15,6
13397,11,6,2
13398,10,7,3
13399,20,9,5
13400,19,14,12
13401,3,3,1
13402,4,0,0
13403,29,22,14
13404,27,21,11
13405,35,20,15
13406,5,2,2
13407,19,12,12
13408,15,7,5
13409,11,4,3
13410,16,8,8
13411,10,7,6
13412,31,17,10
13413,9,6,2
13414,13,8,6
13415,19,12,8
13416,15,7,4
13417,15,12,11
13418,9,3,2
13419,21,12,7
13420,6,4,1
13421,15,15,7
13422,12,8,6
13423,21,18,15
13424,12,6,5
13425,4,4,3
13426,46,24,17
13427,7,2,2
13428,26,18,11
13429,27,16,12
13430,24,18,9
13431,14,11,7
13432,14,10,8
13433,20,11,8
13434,6,0,0
13435,25,16,9
13436,11,6,6
13437,16,9,5
13438,6,2,2
13439,9,5,2
13440,26,9,9
13441,11,6,6
13442,54,39,29
13443,16,9,5
13444,17,10,6
13445,17,12,11
13446,56,29,22
13447,15,13,9
13448,9,6,5
13449,26,17,12
13450,22,16,10
13451,8,3,1
13452,19,9,7
13453,14,9,6
13454,22,15,15
13455,16,10,7
13456,14,8,5
13457,30,24,14
13458,19,12,8
13459,15,8,5
13460,12,10,8
13461,7,5,2
13462,20,12,8
13463,23,10,7
13464,24,15,11
13465,10,9,5
13466,8,5,4
13467,13,8,6
13468,22,11,7
13469,12,7,4
13470,29,17,9
13471,13,10,7
13472,33,17,13
13473,6,2,3
13474,13,9,7
13475,10,6,5
13476,7,2,3
13477,36,24,20
13478,40,27,21
13479,29,13,8
13480,11,6,3
13481,12,7,4
13482,16,8,6
13483,10,4,5
13484,4,2,0
13485,28,18,17
13486,13,8,5
13487,17,11,5
13488,7,2,0
13489,18,13,8
13490,8,6,4
13491,6,5,2
13492,19,15,12
13493,20,12,12
13494,13,8,2
13495,16,9,11
13496,2,0,0
13497,13,16,6
13498,9,5,3
13499,21,13,7
13500,8,3,3
13501,20,14,9
13502,12,10,4
13503,17,5,7
13504,6,2,1
13505,57,32,28
13506,43,35,31
13507,15,11,6
13508,41,33,22
13509,27,16,11
13510,30,19,13
13511,14,11,8
13512,8,4,4
13513,14,8,3
13514,7,2,1
13515,43,25,23
13516,15,9,5
13517,18,14,11
13518,12,7,3
13519,12,7,5
13520,19,10,8
13521,23,11,9
13522,41,30,19
13523,54,40,34
13524,12,6,6
13525,13,10,6
13526,33,23,18
13527,28,16,12
13528,32,23,15
13529,14,8,9
13530,11,2,2
13531,12,9,8
13532,13,7,3
13533,9,4,0
13534,19,7,4
13535,16,6,8
13536,15,8,9
13537,14,9,6
13538,10,7,5
13539,14,10,9
13540,10,6,3
13541,18,11,7
13542,25,15,11
13543,23,17,12
13544,14,12,10
13545,29,13,10
13546,22,12,7
13547,50,30,23
13548,16,15,12
13549,11,6,5
13550,21,16,17
13551,28,20,15
13552,21,12,7
13553,4,3,4
13554,19,6,3
13555,11,7,8
13556,21,12,11
13557,9,7,6
13558,14,8,2
13559,17,18,5
13560,18,10,8
13561,13,6,6
13562,8,5,3
13563,12,4,3
13564,23,12,7
13565,26,13,8
13566,11,9,7
13567,8,8,5
13568,12,9,7
13569,5,4,2
13570,7,5,1
13571,16,8,7
13572,6,2,1
13573,17,8,9
13574,11,7,5
13575,12,8,4
13576,22,16,10
13577,23,12,9
13578,26,10,6
13579,18,8,4
13580,12,10,7
13581,7,7,3
13582,13,9,8
13583,11,7,5
13584,17,18,4
13585,8,5,5
13586,24,17,16
13587,11,8,6
13588,21,10,9
13589,5,3,2
13590,11,6,4
13591,8,7,7
13592,16,12,14
13593,9,6,8
13594,9,3,2
13595,16,19,4
13596,28,19,9
13597,6,3,2
13598,20,9,9
13599,21,8,3
13600,8,5,5
13601,30,31,13
13602,21,11,9
13603,30,23,17
13604,15,11,6
13605,12,6,3
13606,31,9,10
13607,11,4,2
13608,21,14,9
13609,13,6,5
13610,9,5,3
13611,21,13,10
13612,23,15,11
13613,23,12,5
13614,24,13,11
13615,19,7,4
13616,18,14,8
13617,19,10,6
13618,19,12,10
13619,11,8,8
13620,17,11,13
13621,16,8,5
13622,12,5,6
13623,16,7,4
13624,13,9,6
13625,17,10,7
13626,19,13,11
13627,10,7,4
13628,11,8,2
13629,17,9,17
13630,12,7,4
13631,13,6,5
13632,13,8,4
13633,18,10,8
13634,41,22,15
13635,12,10,5
13636,11,8,7
13637,8,5,6
13638,26,14,7
13639,28,7,5
13640,39,29,22
13641,24,12,11
13642,30,19,13
13643,17,17,6
13644,25,26,7
13645,14,11,11
13646,12,5,8
13647,16,6,5
13648,17,14,7
13649,21,13,10
13650,13,10,9
13651,11,5,3
13652,5,4,3
13653,34,26,19
13654,17,10,6
13655,31,15,11
13656,27,20,10
13657,41,29,18
13658,12,6,4
13659,8,6,3
13660,25,17,13
13661,29,18,21
13662,27,14,14
13663,25,11,8
13664,2,1,0
13665,5,4,2
13666,25,12,9
13667,21,17,13
13668,9,5,4
13669,20,13,9
13670,12,9,6
13671,34,19,12
13672,19,12,10
13673,28,17,15
13674,10,6,6
13675,32,32,15
13676,12,12,7
13677,12,6,5
13678,27,21,12
13679,53,30,26
13680,16,8,4
13681,26,18,11
13682,14,8,6
13683,16,6,5
13684,15,10,9
13685,18,9,5
13686,32,23,20
13687,17,14,11
13688,7,6,2
13689,15,8,6
13690,10,5,5
13691,11,5,3
13692,5,4,3
13693,22,11,7
13694,5,3,1
13695,25,13,11
13696,10,8,6
13697,12,8,7
13698,18,12,9
13699,23,8,7
13700,39,15,10
13701,15,10,6
13702,9,9,4
13703,9,4,1
13704,20,13,10
13705,7,3,3
13706,13,8,5
13707,9,7,5
13708,18,12,7
13709,4,1,0
13710,21,11,11
13711,14,7,4
13712,17,9,5
13713,12,9,8
13714,8,5,3
13715,22,14,10
13716,25,15,8
13717,34,25,11
13718,14,7,6
13719,12,14,3
13720,22,17,13
13721,8,3,2
13722,13,2,4
13723,13,8,6
13724,20,11,8
13725,43,32,19
13726,32,24,14
13727,12,11,8
13728,20,9,10
13729,14,9,8
13730,45,26,20
13731,5,5,2
13732,25,12,6
13733,19,11,8
13734,6,5,1
13735,10,2,4
13736,15,7,6
13737,11,4,3
13738,28,19,17
13739,21,11,7
13740,16,10,7
13741,9,4,1
13742,33,23,14
13743,12,8,6
13744,26,12,6
13745,20,14,11
13746,37,15,10
13747,20,13,12
13748,14,14,10
13749,11,6,1
13750,14,12,10
13751,13,11,6
13752,11,7,6
13753,7,3,2
13754,6,4,3
13755,18,14,6
13756,22,17,10
13757,15,13,8
13758,19,10,4
13759,7,4,5
13760,19,11,10
13761,12,8,5
13762,13,4,2
13763,7,4,3
13764,6,4,3
13765,17,12,11
13766,13,8,7
13767,47,19,15
13768,12,9,7
13769,22,14,12
13770,25,16,14
13771,8,3,0
13772,24,17,13
13773,9,8,7
13774,9,6,4
13775,9,4,5
13776,18,15,10
13777,43,24,14
13778,24,18,15
13779,17,12,2
13780,4,4,2
13781,20,13,13
13782,13,8,7
13783,3,2,1
13784,25,17,14
13785,20,9,7
13786,37,23,12
13787,10,11,2
13788,12,10,6
13789,19,10,6
13790,20,14,12
13791,8,3,3
13792,13,4,1
13793,17,10,10
13794,16,12,7
13795,20,14,5
13796,35,24,18
13797,16,6,9
13798,14,11,11
13799,27,16,15
13800,5,2,1
13801,34,22,12
13802,11,6,6
13803,19,22,5
13804,16,11,7
13805,9,9,6
13806,18,11,6
13807,15,10,9
13808,13,3,2
13809,32,22,16
13810,34,18,9
13811,9,5,4
13812,8,3,5
13813,25,15,10
13814,27,17,18
13815,10,8,7
13816,18,11,9
13817,6,3,2
13818,23,10,9
13819,16,5,2
13820,15,10,5
13821,8,4,4
13822,14,10,6
13823,26,19,11
13824,18,12,10
13825,18,13,8
13826,43,23,16
13827,16,14,12
13828,17,7,5
13829,25,15,13
13830,19,10,8
13831,10,6,6
13832,9,7,6
13833,20,14,10
13834,20,16,10
13835,14,9,4
13836,19,12,9
13837,10,7,7
13838,14,9,6
13839,11,7,6
13840,26,13,10
13841,17,9,8
13842,55,33,23
13843,53,31,29
13844,12,6,6
13845,24,14,13
13846,24,15,15
13847,9,7,6
13848,10,7,5
13849,12,7,2
13850,34,18,12
13851,11,5,5
13852,34,24,20
13853,8,7,3
13854,46,26,21
13855,19,11,9
13856,15,11,8
13857,18,13,8
13858,9,5,2
13859,24,13,11
13860,11,5,3
13861,7,3,3
13862,29,19,7
13863,20,14,12
13864,15,10,9
13865,18,9,9
13866,7,5,4
13867,15,7,6
13868,24,18,17
13869,13,11,7
13870,20,6,6
13871,10,5,4
13872,11,7,7
13873,26,18,9
13874,43,23,16
13875,18,11,7
13876,25,17,11
13877,14,11,8
13878,18,9,7
13879,4,3,1
13880,11,9,4
13881,11,6,4
13882,9,2,2
13883,13,13,5
13884,24,14,10
13885,8,6,3
13886,24,24,16
13887,7,4,4
13888,12,11,8
13889,7,5,3
13890,6,4,3
13891,3,2,2
13892,20,12,8
13893,7,0,0
13894,8,6,4
13895,89,50,53
13896,11,9,6
13897,10,6,4
13898,31,25,22
13899,18,12,5
13900,14,11,9
13901,10,6,5
13902,16,11,11
13903,9,6,7
13904,18,9,9
13905,6,3,3
13906,9,7,4
13907,6,4,3
13908,16,9,7
13909,32,15,8
13910,14,5,4
13911,23,8,9
13912,14,8,4
13913,5,3,1
13914,3,0,0
13915,28,18,14
13916,19,15,10
13917,30,21,13
13918,11,7,7
13919,7,4,3
13920,26,15,10
13921,13,6,6
13922,40,23,20
13923,15,10,8
13924,8,5,4
13925,8,8,4
13926,14,9,6
13927,17,6,5
13928,18,13,7
13929,29,11,10
13930,23,12,12
13931,13,8,4
13932,46,23,14
13933,10,3,3
13934,11,10,8
13935,7,4,3
13936,14,10,10
13937,11,8,6
13938,6,3,3
13939,20,12,11
13940,17,5,4
13941,15,5,5
13942,44,27,22
13943,10,7,6
13944,16,6,3
13945,21,14,11
13946,13,6,4
13947,8,6,2
13948,11,7,2
13949,20,12,5
13950,30,18,13
13951,14,10,8
13952,17,9,7
13953,25,16,13
13954,6,2,0
13955,35,24,19
13956,21,14,15
13957,22,11,10
13958,17,13,8
13959,17,10,10
13960,3,1,0
13961,14,9,9
13962,19,15,8
13963,14,14,5
13964,6,4,2
13965,13,7,3
13966,24,17,13
13967,14,12,9
13968,16,9,9
13969,23,17,10
13970,9,7,2
13971,23,13,11
13972,52,37,29
13973,26,20,12
13974,15,7,5
13975,12,5,4
13976,15,8,5
13977,20,11,11
13978,12,7,4
13979,9,5,5
13980,31,17,11
13981,20,15,10
13982,8,6,3
13983,17,10,5
13984,8,4,2
13985,9,5,4
13986,23,16,11
13987,10,6,6
13988,17,12,8
13989,10,7,6
13990,20,16,12
13991,15,9,9
13992,13,8,8
13993,14,9,5
13994,17,18,8
13995,37,18,15
13996,10,4,3
13997,16,12,10
13998,16,7,6
13999,16,8,4
14000,40,27,21
14001,7,4,3
14002,18,8,5
14003,19,8,6
14004,17,7,7
14005,21,4,1
14006,10,7,3
14007,22,13,13
14008,5,5,2
14009,11,10,11
14010,11,8,5
14011,14,8,2
14012,27,21,17
14013,13,5,6
14014,22,11,8
14015,10,5,1
14016,18,11,6
14017,11,6,5
14018,8,6,4
14019,21,13,8
14020,20,11,8
14021,18,6,3
14022,13,3,2
14023,12,10,4
14024,13,5,5
14025,8,9,4
14026,13,13,6
14027,33,18,13
14028,17,12,4
14029,8,8,7
14030,9,7,7
14031,17,10,3
14032,27,15,14
14033,17,13,8
14034,41,33,20
14035,3,2,1
14036,8,3,1
14037,30,20,21
14038,10,4,4
14039,33,13,7
14040,9,3,3
14041,14,9,7
14042,21,14,11
14043,16,10,6
14044,6,8,2
14045,23,16,11
14046,11,8,5
14047,14,12,9
14048,19,13,7
14049,25,15,19
14050,12,8,7
14051,10,4,5
14052,9,1,1
14053,13,6,4
14054,26,26,12
14055,35,28,18
14056,11,6,2
14057,21,11,10
14058,10,2,1
14059,18,10,8
14060,14,7,7
14061,20,16,12
14062,21,14,7
14063,18,9,12
14064,11,5,3
14065,10,5,3
14066,7,3,3
14067,7,3,2
14068,16,11,7
14069,21,22,10
14070,17,10,4
14071,49,38,20
14072,4,2,1
14073,7,2,2
14074,30,20,15
14075,24,12,14
14076,8,4,3
14077,4,4,3
14078,8,3,3
14079,10,6,6
14080,12,9,5
14081,10,5,4
14082,9,3,2
14083,8,4,2
14084,32,13,6
14085,47,33,21
14086,20,6,5
14087,16,12,6
14088,26,22,13
14089,27,16,9
14090,29,12,5
14091,11,10,8
